14.9638 5.66303
14.9631 5.66458
14.7558 6.18584
14.6347 6.36642
14.634 6.36804
14.5436 6.6177
14.4825 6.74825
14.1504 7.35707
14.1504 7.35707
14.0989 7.56288
14.0282 7.69428
13.8334 8.03952
13.7745 8.13852
13.6832 8.22934
13.6336 8.27639
13.5502 8.50699
13.0279 9.28536
12.9112 9.33731
12.9 9.46451
12.7311 9.65501
12.6761 9.75985
12.5903 9.87327
11.3491 11.1457
11.301 11.1952
11.1566 11.299
11.0893 11.494
10.9094 11.695
10.7178 11.7893
10.6558 11.9323
10.0348 12.4611
9.68299 12.6934
9.62051 12.7748
9.55459 12.822
9.47746 12.8906
9.28908 13.0254
8.9453 13.2648
8.9453 13.2648
8.55459 13.4165
8.52529 13.5373
8.48158 13.5668
8.25406 13.6961
7.94896 13.8802
7.43076 14.167
7.13779 14.3185
6.69055 14.4865
6.57336 14.5869
6.47425 14.6307
6.1284 14.7796
5.90181 14.8706
5.90181 14.8706
5.72534 14.9376
5.52804 15.0115
4.9073 15.2284
4.878 15.2297
4.73152 15.2842
4.59236 15.3263
4.38453 15.3868
4.168 15.4445
3.8011 15.5388
3.34745 15.6435
3.20233 15.6731
2.97803 15.7096
2.97803 15.7096
2.77569 15.7521
2.76471 15.755
2.60815 15.7855
2.47654 15.7932
1.89494 15.8823
1.31609 15.9436
0.82536 15.978
0.654383 15.9859
0.654383 15.9859
0.218357 15.9978
0.111925 15.9989
0.0132753 15.9993
